Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Information,,,,,,,,Chromatogram Peak Areas,,,,,,,,Chlorophylls,,,,Carotenoids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sample
ID",Treatment,Tree Species,Month,Extraction Date,"Leaf Weight
(g)","Extraction
Volume
(ml)","HPLC 
Injection Volume
(µl)","Violaxanthin
HPLC Peak Area
(mAU*sec)","Neoxanthin
HPLC Peak Area
(mAU*sec)","Antheraxanthin
HPLC Peak Area
(mAU*sec)","Lutein
HPLC Peak Area
(mAU*sec)","Zeaxanthin
HPLC Peak Area
(mAU*sec)","Chlorophyll B
HPLC Peak Area
(mAU*sec)","Chlorophyll A
HPLC Peak Area
(mAU*sec)","Beta Carotene
HPLC Peak Area
(mAU*sec)","Chlorophyll B
Concentration
(µmol/g)","Chlorophyll A
Concentration
(µmol/g)","Chlorophyll Pool
(µmol/g)","Chlorophyll 
a/b 
Ratio","Violaxanthin
Concentration
(µmol/g)","Neoxanthin
Concentration
(µmol/g)","Antheraxanthin
Concentration
(µmol/g)","Lutein
Concentration
(µmol/g)","Zeaxanthin
Concentration
(µmol/g)","Beta Carotene
Concentration
(µmol/g)","Total Carotenoids/ChlA+ChlB
(mol/mol)","V+A+Z
(µmol/g)","V+A+Z /ChlA+ChlB
(mol/mol)",Z/V+A+Z,Z+A/V+A+Z,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 S3B1R2,L,Spruce,May,180713,0.024,0.75,40,72.9,42.2,24.6,428.4,11.3,192.9,417.9,123.1,0.093812695,0.316036875,0.40984957,3.36880711,0.01777507,0.016012922,0.007062891,0.076107938,0.004702742,0.051076883,0.421467919,0.029540703,0.072076941,0.159195337,0.398285469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180314 S9B1R1,L,Spruce,March,180713,0.0262,0.72,40,17.2,78.5,13.5,681.1,310.6,372.7,813.6,141.3,0.159393263,0.541075053,0.700468317,3.394591729,0.003688021,0.026194431,0.003408492,0.106407577,0.113672487,0.051557242,0.435320547,0.120769001,0.172411796,0.941238946,0.969462185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 S9B1R1,L,Spruce,June,180713,0.0247,0.71,40,75.1,80.3,19.7,583.3,17.5,387.5,793.5,180.3,0.173345458,0.551980445,0.725325903,3.184279829,0.016843607,0.028027545,0.005202654,0.095319958,0.006699188,0.068813466,0.3045616,0.028745449,0.039631081,0.233052113,0.414042651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 S9B1R1D,D,Spruce,June,180713,0.0238,0.7,40,72.2,75,7.5,438.3,0,374.4,748,150,0.171370588,0.5324,0.703770588,3.106717468,0.016568838,0.026784926,0.002026654,0.073286338,0,0.058577206,0.251849063,0.018595493,0.026422662,0,0.108986325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170809 S3B1R2,L,Spruce,August,180720,0.0241,0.78,40,65.3,74.6,16.8,505.9,18.7,437.3,784.9,133.5,0.220260389,0.61476234,0.835022729,2.7910708,0.016490147,0.029317336,0.00499556,0.093083501,0.008060127,0.057368717,0.250670287,0.029545834,0.035383269,0.27280079,0.441879119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170809 S3B2R2,L,Spruce,August,180720,0.0269,0.72,40,68.3,67.2,13.9,476.1,0,423.2,796.5,140.5,0.176280892,0.51591881,0.692199703,2.92668595,0.014263782,0.02184025,0.00341816,0.072445075,0,0.049931297,0.233889965,0.017681942,0.025544567,0,0.193313599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 S9B1R1D,D,Spruce,May,180720,0.025,0.72,40,86.5,95.8,71.1,812.4,66.6,566.2,1012.2,187.4,0.25377084,0.705462912,0.959233752,2.779921097,0.019437588,0.033501643,0.01881306,0.133012627,0.02554403,0.071660261,0.314802528,0.063794678,0.066505873,0.400410051,0.695310197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 P10B1R1D,D,Pine,May,180720,0.0249,0.74,40,105.2,63.3,63.3,584.7,42.7,328.3,651.1,179.6,0.15183875,0.468269028,0.620107778,3.083988956,0.024393937,0.02284253,0.017283569,0.098786122,0.016899854,0.07086879,0.404888972,0.05857736,0.094463192,0.288504877,0.583560328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 S3B1R2,L,Spruce,May,180720,0.023,0.72,40,67.6,46.4,36.5,484.7,51.9,259.6,557.6,142.9,0.126470348,0.422418365,0.548888713,3.340058539,0.016511447,0.017637245,0.010497717,0.086259741,0.021636884,0.059395453,0.386122875,0.048646049,0.088626433,0.444781949,0.660579895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 P10B1R2,L,Pine,May,180720,0.0254,0.69,40,103.6,90.1,68.1,726.9,48.1,499.1,833.9,191.8,0.210999929,0.548207173,0.759207102,2.59813914,0.021958815,0.029719964,0.016996513,0.11225883,0.017401359,0.069179957,0.352361612,0.056356687,0.07423098,0.30877185,0.610360075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 P10B1R1,L,Pine,May,180720,0.0233,0.76,40,93.3,62,54.1,565.7,34.5,316.1,589.9,193.9,0.160458058,0.465641236,0.626099294,2.901949843,0.02374505,0.024555991,0.016212586,0.104899718,0.014986474,0.083975344,0.428646328,0.05494411,0.087756225,0.272758521,0.567832656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 S9B1R2,L,Spruce,May,180720,0.0232,0.75,40,61.1,52.9,37.7,531.7,87.8,313.4,616.6,132,0.157670932,0.48238319,0.640054122,3.059430062,0.015411619,0.020765245,0.011197266,0.097717064,0.037799887,0.056658297,0.374264253,0.064408772,0.100630196,0.58687483,0.760721736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 S3B1R1D,D,Spruce,May,180720,0.0277,0.71,40,90.4,54.7,37.6,577.9,37.1,282.7,611.9,174.6,0.112767448,0.379554722,0.49232217,3.365818136,0.018079266,0.017024486,0.008854495,0.084209627,0.012664125,0.059420887,0.406751712,0.039597885,0.08043084,0.319818218,0.543428507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 S3B1R1,L,Spruce,May,180720,0.0262,0.73,40,91.2,57.7,36.9,559.1,43.9,305.1,619.3,153.4,0.132294912,0.417578389,0.549873301,3.156420635,0.019826689,0.019521154,0.009445942,0.0885608,0.016289539,0.056749657,0.382622288,0.04556217,0.082859396,0.357523337,0.564843189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 S9B1R1,L,Spruce,May,180720,0.0248,0.7,40,57.4,68.9,45.8,637,113,432.6,811.3,154.1,0.190025655,0.554170242,0.744195897,2.916291704,0.012641308,0.023614225,0.011877067,0.102215383,0.042476381,0.057751771,0.336707225,0.066994756,0.090023012,0.63402546,0.811308986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 S9B1R2D,D,Spruce,May,180720,0.0241,0.76,40,84.7,48.4,40.5,536.9,44.7,239.8,532.1,140.8,0.117686079,0.406073992,0.523760071,3.450484507,0.020840769,0.018533183,0.011734077,0.096254363,0.018772702,0.058954304,0.429756695,0.051347547,0.098036391,0.365600747,0.594123381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 P10B1R2D,D,Pine,May,180720,0.0248,0.76,40,133.5,81,49.2,658.9,17.9,376.6,697,220.6,0.17960631,0.516904194,0.696510504,2.877984588,0.031921034,0.030140819,0.013852379,0.11479207,0.007305293,0.089760183,0.413162151,0.053078706,0.076206613,0.137631333,0.398609416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170920 S9B1R1,L,Spruce,September,180720,0.023,0.75,40,62,82.6,28.2,552.3,32.1,388.9,770.7,155.2,0.197356182,0.608182826,0.805539008,3.081650748,0.01577462,0.03270556,0.008448505,0.102385614,0.013939948,0.067195696,0.298495716,0.038163073,0.047375823,0.365273211,0.586652275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 S3B1R1D,D,Spruce,January,180720,0.0274,0.71,40,35.4,72.6,62.7,734.1,249,364.3,997.3,180.5,0.146908296,0.625387175,0.772295471,4.25699019,0.007157228,0.022842967,0.014927005,0.108141771,0.085927037,0.062101387,0.389873316,0.10801127,0.139857443,0.795537701,0.933736289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171011 S3B3EX1D,D,Spruce,October,180720,0.0267,0.73,40,90.3,84.7,9.9,513.2,0,482.1,931.8,182.8,0.205129487,0.616523551,0.821653038,3.005533522,0.019263408,0.02811921,0.002486819,0.079768002,0,0.066359652,0.238539971,0.021750227,0.026471304,0,0.114335304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170920 S9B1R1,L,Spruce,September,180720,0.0258,0.74,40,80.6,98.2,23.6,627.1,19.2,433.2,825,168.9,0.193365872,0.572639535,0.766005407,2.961430208,0.018037686,0.034200434,0.006219012,0.102253759,0.007333916,0.064321768,0.303348479,0.031590614,0.04124072,0.232154912,0.429017548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171011 S3B1R1D,D,Spruce,October,180720,0.0253,0.73,40,66.8,65.6,13.3,461.7,10.4,318.6,605.6,141.8,0.143063048,0.422866783,0.565929831,2.955807158,0.015038779,0.022983401,0.003525749,0.075734312,0.003996303,0.054324393,0.310291004,0.02256083,0.039865066,0.177134561,0.333411988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170920 S3B2R1D,D,Spruce,September,180720,0.025,0.74,40,59.6,84.1,29,564.7,25.4,397.8,772.8,165.9,0.18324657,0.553572096,0.736818666,3.020913821,0.013764858,0.030227054,0.00788655,0.095025457,0.010012629,0.065201023,0.301454865,0.031664038,0.042973989,0.316214544,0.56528417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180504 S3B1R2D,D,Spruce,May,180720,0.0246,0.74,40,75.4,46.3,32.2,503.5,33.1,240.9,534.7,137.6,0.112774985,0.389244211,0.502019196,3.451511984,0.017697085,0.01691164,0.008899177,0.08610464,0.013260116,0.054958055,0.394070016,0.039856377,0.079392138,0.332697463,0.555978589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
