"State","County","Median Income","Population","COVID Cases","COVID per million","Unemployment","Percent of adults with less than a high school diploma","Percent of adults with a high school diploma only","Percent of adults completing some college degree","Percent of adults with a bachelor's degree or higher"
"Utah","Iron",32197,47269,13,275.021684402039,3.6,7.2,25.2,38.5,29.1
"Utah","Kane",40257,7254,2,275.709953129308,3.2,7.2,24,41.5,27.3
"Utah","Salt Lake",52639,1091742,807,739.185631770144,3,9.6,22.8,33.2,34.5
"Utah","San Juan",26638,15251,5,327.847354271851,6.2,16.2,30.6,34.8,18.4
"Utah","Summit",131606,39105,265,6776.62702979159,3,5.1,15,24.5,55.3
"Utah","Tooele",36836,61598,22,357.154453066658,3.5,9,30.3,37.7,23
"Utah","Uintah",31563,36867,2,54.2490574226273,4.7,13.9,35.2,36.2,14.7
"Utah","Utah",40919,560974,236,420.696859390988,3.1,8,22.9,35.8,33.3
"Utah","Utah",40919,560974,236,420.696859390988,3.1,5.8,16.3,37.8,40.1
"Utah","Utah",40919,560974,236,420.696859390988,2.8,8,22.9,35.8,33.3
"Utah","Utah",40919,560974,236,420.696859390988,2.8,5.8,16.3,37.8,40.1
"Utah","Wasatch",53285,27714,80,2886.62769719275,3.1,4.9,20.4,34,40.6
"Vermont","Addison",51805,37009,47,1269.96136075009,2.6,7.1,30.5,25.7,36.7
"Vermont","Bennington",54458,36445,27,740.842365207847,3.1,8.1,29.3,26.8,35.7
"Vermont","Caledonia",41246,30981,8,258.222781704916,3.3,9.1,36.1,26.8,28.1
"Vermont","Chittenden",60914,160531,308,1918.63253826364,2.1,5.9,19.2,24.2,50.7
"Vermont","Franklin",46220,48642,33,678.42605156038,2.5,9.2,38.2,28.9,23.7
"Vermont","Grand Isle",59204,6994,1,142.979696883043,3.2,5.7,28.1,27,39.2
"Vermont","Lamoille",53953,25082,19,757.515349653138,3.5,7.4,25.1,30.2,37.3
"Vermont","Orange",47170,28859,4,138.604941266156,2.7,8.2,35.5,27.2,29.1
"Vermont","Orleans",43542,27082,8,295.399158112399,4.4,12.4,38.3,27.6,21.6
"Vermont","Rutland",52343,60086,31,515.927171054821,3.1,7.7,35.1,26.9,30.3
"Vermont","Washington",60255,58998,24,406.793450625445,2.6,6.6,27.3,24.7,41.5
"Vermont","Windham",50925,43714,38,869.286727364231,2.9,6.6,30.2,24.6,38.6
"Vermont","Windsor",58116,56014,24,428.464312493305,2.3,6.8,30.1,26.8,36.3
"Virginia","Accomack",42764,33021,11,333.121347021592,3.8,18.7,38.8,23.9,18.5
"Virginia","Amelia",44774,12855,7,544.535200311163,3.2,16.5,39.2,28.5,15.9
"Virginia","Amherst",37160,32041,8,249.680097375238,3.3,14.8,35.7,30.3,19.2
"Virginia","Appomattox",38302,15279,3,196.347928529354,3.6,15.9,34.5,29.9,19.8
"Virginia","Arlington",95198,226908,237,1044.47617536623,2,5.9,8.1,11.4,74.6
"Virginia","Bedford",46707,76583,8,104.461825731559,3.1,10.2,31.3,29.6,28.9
"Virginia","Botetourt",50274,33100,18,543.80664652568,2.7,7.4,32.3,31.6,28.7
"Virginia","Brunswick",32682,16498,1,60.6134076857801,4.9,21,37.5,27.2,14.3
"Virginia","Buchanan",36229,23106,1,43.2788020427595,5.5,29.7,36.1,23.6,10.6
"Virginia","Buckingham",30704,16913,6,354.756696032638,4.4,22.1,43.8,22.8,11.3
"Virginia","Caroline",41781,29778,4,134.327355766002,3.5,14.4,37.5,28.1,20.1
"Virginia","Charles City",45824,7023,4,569.557169300869,3.9,21.4,38.7,26.6,13.3
"Virginia","Charlotte",35970,12225,1,81.799591002045,3.7,16.1,43.6,30.1,10.2
"Virginia","Chesterfield",53695,332499,128,384.963563800192,2.9,7.9,23.4,28.8,39.9
"Virginia","Clarke",67111,14423,2,138.667406226167,2.9,11.3,28.9,27.6,32.2
"Virginia","Craig",38185,5234,2,382.116927779901,3.5,7.5,43.1,31,18.5
"Virginia","Culpeper",46510,49166,9,183.053329536672,2.8,14.8,30.2,30.3,24.7
"Virginia","Cumberland",38698,9827,6,610.562735321054,3.3,19,34.9,28.6,17.5
"Virginia","Fauquier",70787,68248,18,263.743992497949,2.6,7.8,26.8,29.6,35.9
"Virginia","Fluvanna",44693,26092,9,344.933312892841,2.5,9,24.1,32.4,34.5
"Virginia","Franklin",40781,56358,11,195.180808403421,3.1,13,34.8,31.6,20.5
"Virginia","Giles",40117,16815,2,118.941421349985,3.3,11.8,37.5,32.5,18.2
"Virginia","Gloucester",50502,37141,15,403.866347163512,2.7,10.9,33.2,33.1,22.8
"Virginia","Goochland",100545,21936,22,1002.91757840992,3,9.1,25.7,26,39.2
"Virginia","Greene",44383,19031,4,210.183385003415,2.5,13.6,30.7,27.9,27.8
"Virginia","Halifax",37329,35200,2,56.8181818181818,4.1,18.1,37,29.1,15.9
"Virginia","Hanover",60259,101918,19,186.42438038423,2.6,6.9,25.6,28.3,39.2
"Virginia","Henrico",66836,321924,267,829.388302829239,3,8.5,21.7,26.8,42.9
"Virginia","Isle of Wight",55308,36007,23,638.764684644652,3,12.5,27,32.3,28.2
"Virginia","King George",53000,25371,10,394.150802096882,2.9,6.5,28,30.9,34.6
"Virginia","King William",46612,16186,2,123.563573458544,2.9,10.2,36.1,33.3,20.4
"Virginia","King and Queen",43361,7175,1,139.372822299652,3,14,39.6,26.7,19.8
"Virginia","Lancaster",60152,11044,1,90.5469032959073,4.3,11.1,30.4,27.7,30.9
"Virginia","Lee",30303,24951,2,80.1571079315458,4.1,24.3,33.9,30.5,11.4
"Virginia","Loudoun",78070,363050,209,575.678281228481,2.5,6.5,12.4,20.3,60.8
"Virginia","Louisa",42476,34348,14,407.592872947479,2.7,15.8,33.9,26.8,23.4
"Virginia","Lunenburg",33755,12466,2,160.436386972565,3.2,22.4,39.8,27.3,10.6
"Virginia","Madison",48822,13157,4,304.020673405792,2.4,13,35.9,26.9,24.2
"Virginia","Mathews",56088,8836,2,226.346763241286,3,9.4,32,30.7,28
"Virginia","Mecklenburg",37240,31192,12,384.714029238266,4.1,19.4,31.8,30.4,18.4
"Virginia","Nelson",50717,14850,2,134.680134680135,3.1,14.4,31.5,22.1,32.1
"Virginia","New Kent",70743,20021,12,599.370660806154,2.7,7.2,33,31.3,28.4
"Virginia","Northampton",49313,12121,2,165.002887550532,5.4,17.8,35.9,24.7,21.6
"Virginia","Northumberland",52946,12251,3,244.877969145376,4.4,9.4,32.4,29.7,28.5
"Virginia","Nottoway",34897,15579,3,192.566917003659,3.1,21.8,37.9,27.5,12.7
"Virginia","Orange",49010,35026,7,199.851538856849,3,11.6,34.9,29.3,24.3
"Virginia","Page",39109,23848,3,125.79671251258,4.2,18.6,44.3,23.2,13.9
"Virginia","Powhatan",56607,28449,4,140.602481633801,2.7,9.8,30.3,31.1,28.8
"Virginia","Prince Edward",31890,23074,3,130.016468752709,3.8,13.3,32.7,25.8,28.1
"Virginia","Pulaski",40443,34322,2,58.2716624905309,3.5,13.8,32.7,34.1,19.4
"Virginia","Rappahannock",65538,7361,1,135.851107186524,2.7,11,28.7,27.3,32.9
"Virginia","Richmond",36799,8902,2,224.668613794653,3.1,17.6,38.8,27.9,15.7
"Virginia","Richmond",56306,8902,2,224.668613794653,3.1,17.6,38.8,27.9,15.7
"Virginia","Roanoke",43451,93785,8,85.3014874446873,2.7,7.8,25.5,31.9,34.8
"Virginia","Russell",33498,28023,1,35.6849730578453,4.3,20.7,36.1,29.7,13.5
"Virginia","Shenandoah",45387,43021,13,302.178006090049,2.8,13.1,38,28.8,20.1
"Virginia","Smyth",36955,31555,3,95.0720963397243,4,16.9,37.9,30.9,14.3
"Virginia","Stafford",55076,139992,49,350.020001142922,3,6.3,22.5,31.4,39.8
"Virginia","Surry",46413,6790,3,441.826215022091,3.5,13.6,34.9,33.8,17.6
"Virginia","Sussex",31378,11767,5,424.917141157474,4.9,24.1,41.5,21.8,12.6
"Virginia","Tazewell",38888,43452,4,92.0556015833563,4.4,18.8,36.3,29.6,15.3
"Virginia","Warren",46743,38987,6,153.897452997153,3.1,13.7,36,29.2,21.1
"Virginia","Westmoreland",43166,17477,3,171.654174057332,3.6,13.9,32.6,33.1,20.3
"Virginia","Wythe",35608,29121,3,103.018440300814,3.7,14,38.4,29.1,18.5
"Washington","Adams",42800,19179,27,1407.789770061,5.4,35.4,27.1,23.9,13.6
"Washington","Asotin",47104,22189,4,180.269502906846,4.4,10,28.1,41.4,20.5
"Washington","Benton",47465,186486,176,943.770577952232,5.2,9.9,24.3,35.9,30
"Washington","Chelan",54763,74588,34,455.837400117981,4.5,16.7,27.2,29.5,26.7
"Washington","Clallam",46120,72715,8,110.018565632951,6.4,7.3,26.2,40.5,26.1
"Washington","Clark",53423,451008,185,410.192280403008,4.8,7.7,23.9,38.6,29.8
"Washington","Columbia",50073,3985,1,250.941028858218,5.6,8.1,24,43.1,24.9
"Washington","Cowlitz",44990,102133,21,205.614248088277,5.9,11.5,30.7,41.2,16.6
"Washington","Douglas",41508,39804,10,251.23103205708,5.3,18.2,29,33.6,19.2
"Washington","Ferry",36071,7667,1,130.429111777749,11.7,13.9,34.5,33.4,18.2
"Washington","Franklin",37390,87809,70,797.184798824722,6.1,25.2,26,31.5,17.3
"Washington","Grant",39789,93147,88,944.743255284658,6.2,23.9,26.6,31.9,17.6
"Washington","Grays Harbor",40429,70818,6,84.7242226552572,6.7,11.1,32.9,40.2,15.8
"Washington","Island",55724,79275,142,1791.2330495112,5.2,4.7,22.4,39.9,33
"Washington","Jefferson",52580,30228,27,893.211591901548,5.8,5.3,20.9,32,41.8
"Washington","King",90438,2079967,3486,1675.98812865781,3.5,7,15.2,26.3,51.4
"Washington","Kitsap",56244,254183,119,468.166635848975,4.6,5.6,22.6,39.6,32.2
"Washington","Kittitas",42603,42522,13,305.724095762194,5.3,7.9,23.5,33.8,34.8
"Washington","Klickitat",48654,20861,11,527.299745937395,5.7,12.2,25.5,33.5,28.9
"Washington","Lewis",43453,75128,16,212.969864764136,6.3,12.2,29.5,41.5,16.8
"Washington","Lincoln",46312,10250,1,97.5609756097561,4.9,8.6,28.7,39.1,23.6
"Washington","Mason",42767,60711,16,263.543674128247,6.3,12.6,31.3,38.2,18
"Washington","Okanogan",42462,41290,9,217.970452894163,6.4,16.5,30.1,34.4,19
"Washington","Pend Oreille",41664,12985,1,77.0119368502118,7.2,10.2,30.2,39.4,20.2
"Washington","Pierce",52114,831928,760,913.54059485917,5.2,8.7,27.5,37.4,26.4
"Washington","San Juan",76749,16015,10,624.414611301905,3.9,4.1,16.7,30.7,48.6
"Washington","Skagit",53060,120365,166,1379.13845386948,5.2,10.3,26.3,37.1,26.3
"Washington","Skamania",45802,11340,2,176.36684303351,5.6,8.6,31,36.6,23.8
"Washington","Snohomish",55888,759583,1659,2184.09311424821,3.8,7.8,23.8,36.6,31.9
"Washington","Spokane",46466,484318,222,458.37652121127,5.2,6.3,23.6,39.7,30.4
"Washington","Stevens",39505,43650,5,114.54753722795,7.1,9.5,34.5,37.5,18.5
"Washington","Thurston",51684,265851,74,278.351407367285,4.8,6,21.3,37,35.7
"Washington","Wahkiakum",42423,4067,2,491.76297024834,6.5,8.8,29.2,42.9,19
"Washington","Walla Walla",46144,59844,13,217.231468484727,4.7,12.2,20.6,38.7,28.6
"Washington","Whatcom",48792,208351,238,1142.30313269435,4.7,7.7,23.3,35.1,33.9
"Washington","Whitman",40935,46827,12,256.262412710616,4.3,4.8,16.1,29.6,49.5
"Washington","Yakima",43379,247687,380,1534.19436627679,6.3,26.9,28.2,28.9,16
"West Virginia","Barbour",32290,16766,3,178.933556006203,6,14.3,46.1,23.1,16.6
"West Virginia","Berkeley",41201,110497,57,515.851109079885,4.1,11.2,37.5,30.4,21
"West Virginia","Brooke",41740,23530,1,42.4989375265618,6.1,8.8,41.7,30.1,19.4
"West Virginia","Cabell",42939,97109,11,113.274773707895,4.7,12,33.1,29.3,25.7
"West Virginia","Fayette",34577,45132,1,22.1572276876717,6.4,17.7,43,24.2,15.2
"West Virginia","Greenbrier",38098,35450,3,84.6262341325811,5.1,15,38.6,26.4,19.9
"West Virginia","Hancock",42128,30112,7,232.465462274176,5.9,10.6,41.2,29.7,18.5
"West Virginia","Hardy",34150,13923,2,143.647202470732,5.5,20,46.4,19.1,14.5
"West Virginia","Harrison",48226,68761,25,363.578191125784,4.5,11.6,38.3,27.7,22.5
"West Virginia","Jackson",38147,29126,19,652.338117146192,4,12.7,44,26.1,17.1
"West Virginia","Jefferson",49926,55713,31,556.423096943263,3.3,10.7,32.1,26.3,30.8
"West Virginia","Kanawha",48435,190223,61,320.676258917166,5.2,11.9,37.5,25.7,24.9
"West Virginia","Lewis",40653,16414,1,60.9236018033386,5.7,13,49.5,24.2,13.3
"West Virginia","Logan",36525,35348,7,198.03100599751,7,19.8,43.9,26.3,10
"West Virginia","Marion",41980,56803,25,440.117599422566,5.7,10.7,40.2,25.7,23.4
"West Virginia","Marshall",41028,32416,5,154.244817374136,5.8,9,43.2,29.3,18.5
"West Virginia","Mason",33318,27016,6,222.090612970092,7,14.5,46.5,26.6,12.4
"West Virginia","McDowell",30451,20448,2,97.8090766823161,9.4,33.6,44.9,16.1,5.4
"West Virginia","Mercer",37452,61785,5,80.9257910496075,6.3,15.5,39.7,24.8,20
"West Virginia","Mineral",38815,27578,3,108.782362752919,5.5,9.1,48.4,27.8,14.7
"West Virginia","Monongalia",44679,103463,60,579.917458415086,4.1,7.7,28.8,22.2,41.3
"West Virginia","Morgan",34533,17453,4,229.186959262018,4.3,14.2,39.9,28.6,17.3
"West Virginia","Nicholas",34102,25827,2,77.4383397219964,6.4,13.3,49.3,22.2,15.2
"West Virginia","Ohio",65100,43328,19,438.515509601182,4.6,7,34.8,27.4,30.8
"West Virginia","Pendleton",35140,7371,1,135.666802333469,3.8,18,51.9,15.9,14.2
"West Virginia","Pleasants",43883,7634,1,130.992926381975,6.4,10.7,50.4,26,12.9
"West Virginia","Preston",35686,33788,6,177.577838285782,5.2,13.6,48.8,22.1,15.4
"West Virginia","Putnam",46941,56770,10,176.14937466972,4.9,7.3,37.3,28.7,26.7
"West Virginia","Raleigh",41115,78241,4,51.1240909497578,5.3,14,40.2,27.5,18.3
"West Virginia","Randolph",36533,29429,3,101.940263005879,5.5,16.2,48.4,19.1,16.3
"West Virginia","Roane",34770,14664,2,136.388434260775,7.9,22.4,43,22.2,12.4
"West Virginia","Taylor",40675,17069,3,175.757220692483,4.8,11.6,46,25.1,17.2
"West Virginia","Tucker",41322,6927,3,433.08791684712,5.5,11.6,49,21.9,17.5
"West Virginia","Tyler",37336,9098,1,109.91426687184,7.4,11.9,48.7,25.4,13.9
"West Virginia","Upshur",33261,24731,1,40.4350814766892,5.7,16.4,48,18.8,16.8
"West Virginia","Wetzel",36791,15988,2,125.093820365274,7.2,13.9,50.7,22.8,12.7
"West Virginia","Wirt",32156,5845,1,171.086398631309,7,16,43.2,31.1,9.7
"West Virginia","Wood",42669,86237,13,150.747359022229,5.5,10.3,34.9,33,21.8
"West Virginia","Wyoming",30510,22598,1,44.2517036905921,7.1,20,49.1,21.4,9.5
"Wisconsin","Adams",38736,20215,2,98.936433341578,4.7,12.9,42.8,31.9,12.4
"Wisconsin","Ashland",41106,16103,1,62.1002297708501,4.3,7.9,35.6,35.4,21.1
"Wisconsin","Barron",49431,45455,4,87.9991200087999,3.4,9.8,37.1,33.2,19.9
"Wisconsin","Bayfield",48542,14985,3,200.2002002002,4.9,5.1,28.8,35.6,30.5
"Wisconsin","Brown",52821,256670,41,159.738185218374,2.7,8,30.2,32.1,29.6
"Wisconsin","Buffalo",44756,13188,2,151.653017895056,3.4,8.3,41.5,32.2,17.9
"Wisconsin","Calumet",50776,49491,4,80.8227758582369,2.6,6,31.6,33.6,28.7
"Wisconsin","Chippewa",46162,63460,16,252.127324298771,3.3,7.5,36.3,36.1,20.1
"Wisconsin","Clark",40228,34423,7,203.352409726055,2.9,18.1,41.6,28.9,11.5
"Wisconsin","Columbia",51147,56615,23,406.252759869293,2.7,7,33.9,35.9,23.2
"Wisconsin","Crawford",41485,16392,2,122.010736944851,3.7,9,40.2,33,17.8
"Wisconsin","Dane",61304,516284,289,559.769429228874,2.2,4.4,17.9,27,50.7
"Wisconsin","Dodge",44799,88574,15,169.349922099036,2.6,9,41.7,32.7,16.5
"Wisconsin","Door",63178,27766,7,252.106893322769,3.6,6,31.1,30.7,32.1
"Wisconsin","Douglas",43004,43698,7,160.190397729873,4,6.6,31.1,38.4,24
"Wisconsin","Dunn",39948,44305,5,112.85407967498,3.1,6.4,34.1,31.5,28
"Wisconsin","Eau Claire",48240,101564,21,206.766176991847,2.6,6.5,25.3,36.4,31.8
"Wisconsin","Florence",54346,4481,2,446.328944432046,3.9,6.9,39,35.8,18.3
"Wisconsin","Fond du Lac",48126,101759,44,432.394186263623,2.6,8.3,36.6,32.4,22.7
"Wisconsin","Grant",43310,51829,3,57.8826525690251,2.8,7.7,36.4,32.9,23
"Wisconsin","Green",51026,37063,9,242.829776326795,2.6,7.5,35.9,33.5,23
"Wisconsin","Iowa",48073,23825,4,167.890870933893,2.6,5.1,35.1,35.5,24.3
"Wisconsin","Iron",51471,5917,1,169.004563123204,5.8,6.3,33.8,39.9,20
"Wisconsin","Jackson",46528,20652,4,193.685841564982,3.1,11.6,40,34,14.4
"Wisconsin","Jefferson",46241,84395,15,177.735647846436,2.9,8.5,33.8,32.9,24.8
"Wisconsin","Juneau",37898,26395,5,189.429816253078,3.1,11.9,41.8,32.7,13.6
"Wisconsin","Kenosha",46874,168068,112,666.396934574101,3.5,9.8,31,33.4,25.7
"Wisconsin","Kewaunee",46197,20444,1,48.9141068284093,2.9,7.1,40.8,33,19.1
"Wisconsin","La Crosse",50107,118011,22,186.423299522926,2.6,5.4,25.4,34.9,34.3
"Wisconsin","Lafayette",43042,16853,1,59.33661662612,2.3,9.8,38.9,32.4,18.9
"Wisconsin","Manitowoc",47675,80160,3,37.4251497005988,3.1,8.7,38.5,32.8,19.9
"Wisconsin","Marathon",50111,135780,12,88.3782589482987,2.7,8.3,34.5,31.6,25.6
"Wisconsin","Marinette",44014,41298,3,72.6427429899753,4,8.9,42.9,33.2,15
"Wisconsin","Marquette",41182,15050,2,132.890365448505,3.5,11.6,41.8,32.5,14.2
"Wisconsin","Menominee",30371,4522,1,221.141088014153,5.7,8.8,43.4,30.6,17.2
"Wisconsin","Milwaukee",47589,956406,1323,1383.30374338931,3.6,12.2,28.2,29.1,30.5
"Wisconsin","Monroe",41779,45379,5,110.183124352674,2.7,9.7,37.3,33,19.9
"Wisconsin","Oconto",45609,37417,1,26.7258198145228,3.3,9.7,43.3,31.1,16
"Wisconsin","Oneida",51715,35563,5,140.595562804038,3.6,7.1,32.4,33.5,27.1
"Wisconsin","Outagamie",51230,182006,25,137.358109073327,2.8,6.3,32.3,32.5,28.9
"Wisconsin","Ozaukee",83992,87470,66,754.544415228078,2.5,3.6,20,28,48.4
"Wisconsin","Pierce",45936,40958,7,170.906782557742,3.2,5.2,32.6,34,28.2
"Wisconsin","Portage",45886,70482,4,56.7520785448767,3,6.7,31.8,29.5,32
"Wisconsin","Racine",49749,195163,66,338.178855623248,3.6,10,31.6,33.7,24.7
"Wisconsin","Richland",43233,17662,3,169.856188427132,2.7,10,40.9,30.2,18.9
"Wisconsin","Rock",44204,161188,37,229.545623743703,3.2,9.4,36.4,32.4,21.8
"Wisconsin","Rusk",44199,14333,3,209.307193190539,4,13.3,41,29.9,15.8
"Wisconsin","Sauk",48365,63379,20,315.561936919169,2.6,9.3,34.4,32.4,23.8
"Wisconsin","Shawano",42290,41579,3,72.1518074027754,3,8.7,44.5,30.7,16.1
"Wisconsin","Sheboygan",52851,115290,30,260.213374967473,2.5,7.3,36.3,32.4,23.9
"Wisconsin","St. Croix",55543,86759,7,80.6832720524672,3,3.7,25.9,36.7,33.7
"Wisconsin","Trempealeau",44698,29509,1,33.8879663831373,2.9,10.2,38.8,31.6,19.4
"Wisconsin","Vilas",53983,21398,4,186.933358257781,3.9,6.7,31.1,35.1,27.1
"Wisconsin","Walworth",50023,103527,21,202.845634472167,2.9,9.4,31.6,30.7,28.3
"Wisconsin","Washington",58601,133251,59,442.77341258227,2.5,5.2,30.3,33.8,30.7
"Wisconsin","Waukesha",72650,395118,166,420.127658066704,2.7,3.9,23.1,29.2,43.8
"Wisconsin","Waupaca",45629,52066,2,38.4127837744401,3,8.1,42.8,30,19.1
"Wisconsin","Waushara",41204,24178,1,41.3599139713789,3.5,13.8,41.8,28.7,15.7
"Wisconsin","Winnebago",48101,169511,24,141.58373202919,2.7,7.2,33.6,31.9,27.3
"Wisconsin","Wood",46743,73608,2,27.1709596782958,3.5,7.2,37.7,33.5,21.6
"Wyoming","Albany",40444,37811,4,105.789320568089,3.3,4,16,30,49.9
"Wyoming","Campbell",52824,48320,9,186.258278145695,4.1,7.7,34,39,19.2
"Wyoming","Carbon",58372,15854,4,252.30225810521,3.8,9.8,35.2,34.7,20.3
"Wyoming","Converse",55011,14097,4,283.748315244378,3.7,10.1,38.2,34.5,17.2
"Wyoming","Crook",46081,7248,1,137.969094922737,3.2,6.8,29,41.8,22.4
"Wyoming","Fremont",43633,40703,38,933.592118517063,5.2,8.8,31.1,36.6,23.5
"Wyoming","Goshen",43348,13514,3,221.992008287702,3.3,7.4,29.1,39,24.5
"Wyoming","Johnson",51314,8573,8,933.162253586842,4,4.4,29.2,37.5,28.8
"Wyoming","Laramie",52039,96389,47,487.607507080683,3.9,6.8,25.8,38.7,28.7
"Wyoming","Lincoln",43049,18567,4,215.435988581893,3.8,6.2,31.8,39.5,22.6
"Wyoming","Natrona",69379,81624,26,318.533764579045,4.6,7.5,29,40.8,22.7
"Wyoming","Park",54308,28989,1,34.4958432508883,4.4,5.2,26.7,36,32.1
"Wyoming","Platte",48442,8799,1,113.649278327083,3.8,6.6,37,34.6,21.7
"Wyoming","Sheridan",58223,30032,12,399.57378795951,4,4.8,24.3,40.9,30
"Wyoming","Sublette",51361,10057,1,99.4332305856617,4.2,3.7,35.5,35.5,25.2
"Wyoming","Sweetwater",53145,45010,5,111.086425238836,4.2,9,33.3,35.7,22
"Wyoming","Teton",251728,22930,41,1788.05058874836,3,5.6,13.2,23.8,57.4
"Wyoming","Uinta",40280,20904,3,143.513203214696,4.4,7.2,40.1,37.2,15.4
"Wyoming","Washakie",48184,8322,4,480.653689017063,4.2,10.4,30.3,37.7,21.5
